Distribucion Supermercado - Demanda total: 903221
Varianza demanda por seccion: 18879725
Promedio demanda por seccion: 3542
Mayor demanda en una seccion: 52839
Menor demanda en una seccion: 2685

Pasillo 1 - Demanda del pasillo: 71642

   P1 - Seccion 1 - Demanda de la seccion: 52839

       Producto | Demanda
       7054     | 3
       12109    | 3
       12680    | 3

   P1 - Seccion 2 - Demanda de la seccion: 2686

       Producto | Demanda
       352      | 438
       2353     | 383
       5782     | 215
       9617     | 202
       2674     | 141
       10017    | 136
       1312     | 105
       13141    | 102
       758      | 83
       5147     | 81
       2804     | 67
       9029     | 66
       5538     | 56
       10457    | 55
       6932     | 47
       1483     | 45
       10459    | 39
       7180     | 38
       4063     | 32
       2683     | 31
       7016     | 27
       935      | 26
       4441     | 23
       11534    | 23
       14598    | 20
       5258     | 19
       13579    | 17
       4543     | 16
       10671    | 14
       140      | 13
       11992    | 12
       15239    | 12
       8519     | 10
       11420    | 10
       15031    | 9
       3670     | 8
       6000     | 7
       7670     | 7
       6647     | 6
       8064     | 6
       4956     | 5
       6808     | 5
       15361    | 5
       1420     | 4
       11424    | 4
       12370    | 4
       6104     | 3
       7159     | 3
       12090    | 3
       12696    | 3

   P1 - Seccion 10 - Demanda de la seccion: 2686

       Producto | Demanda
       9501     | 430
       840      | 391
       6118     | 214
       13060    | 203
       944      | 140
       3174     | 136
       4055     | 105
       4237     | 102
       2323     | 83
       2743     | 81
       4215     | 67
       5952     | 66
       7004     | 56
       6655     | 55
       277      | 46
       109      | 45
       13034    | 39
       6088     | 38
       4763     | 32
       1098     | 31
       7750     | 27
       15232    | 27
       5110     | 23
       9637     | 23
       15137    | 20
       4311     | 19
       14271    | 17
       3802     | 16
       11456    | 14
       15265    | 14
       12282    | 12
       14484    | 12
       8911     | 10
       11107    | 10
       15444    | 9
       3224     | 8
       6096     | 7
       7494     | 7
       6875     | 6
       7878     | 6
       5320     | 5
       6652     | 5
       15553    | 5
       354      | 4
       11508    | 4
       12224    | 4
       6221     | 3
       6991     | 3
       12191    | 3
       12659    | 3

   P1 - Seccion 11 - Demanda de la seccion: 2686

       Producto | Demanda
       547      | 428
       2492     | 392
       8730     | 214
       10474    | 203
       1101     | 140
       3074     | 136
       4124     | 105
       4162     | 102
       2819     | 83
       2697     | 81
       4229     | 67
       5370     | 66
       7989     | 56
       6591     | 55
       1106     | 46
       14107    | 46
       13152    | 39
       6059     | 38
       4787     | 32
       970      | 31
       8229     | 27
       14928    | 27
       5220     | 23
       9564     | 23
       15443    | 20
       4133     | 19
       14277    | 17
       3625     | 16
       11676    | 14
       15255    | 14
       12302    | 12
       14469    | 12
       8926     | 10
       11099    | 10
       15456    | 9
       3204     | 8
       6097     | 7
       7489     | 7
       6888     | 6
       7872     | 6
       5399     | 5
       6616     | 5
       15569    | 5
       296      | 4
       11540    | 4
       12182    | 4
       6222     | 3
       6982     | 3
       12197    | 3
       12658    | 3

   P1 - Seccion 12 - Demanda de la seccion: 2686

       Producto | Demanda
       830      | 428
       1313     | 392
       739      | 213
       2389     | 203
       1570     | 140
       2715     | 136
       4447     | 105
       4007     | 102
       3046     | 83
       2415     | 81
       4381     | 67
       5322     | 66
       8014     | 56
       6497     | 55
       1131     | 46
       13258    | 46
       15291    | 39
       5999     | 38
       4805     | 32
       616      | 31
       8269     | 27
       14896    | 27
       5221     | 23
       9155     | 23
       15466    | 20
       3999     | 19
       14390    | 17
       3589     | 16
       11698    | 14
       15252    | 14
       12478    | 12
       14400    | 12
       9102     | 10
       11078    | 10
       15478    | 9
       3173     | 8
       6102     | 7
       7428     | 7
       6923     | 6
       7862     | 6
       5457     | 5
       6611     | 5
       15593    | 5
       16428    | 5
       11543    | 4
       12156    | 4
       6233     | 3
       6963     | 3
       12198    | 3
       12635    | 3

   P1 - Seccion 4 - Demanda de la seccion: 2685

       Producto | Demanda
       384      | 437
       727      | 383
       1161     | 214
       2263     | 202
       2818     | 141
       4911     | 136
       1604     | 105
       6748     | 102
       1446     | 83
       3995     | 81
       3561     | 67
       6803     | 66
       5680     | 56
       8831     | 55
       10010    | 47
       1334     | 45
       10830    | 39
       6793     | 38
       4210     | 32
       2093     | 31
       7108     | 27
       819      | 26
       4626     | 23
       11201    | 23
       14630    | 20
       5077     | 19
       13739    | 17
       4033     | 16
       10979    | 14
       16131    | 14
       12135    | 12
       14920    | 12
       8713     | 10
       11396    | 10
       15056    | 9
       3448     | 8
       6032     | 7
       7653     | 7
       6749     | 6
       8041     | 6
       4979     | 5
       6785     | 5
       15392    | 5
       1231     | 4
       11427    | 4
       12289    | 4
       6146     | 3
       7060     | 3
       12108    | 3
       12683    | 3

   P1 - Seccion 16 - Demanda de la seccion: 4261

       Producto | Demanda
       271      | 2094
       95       | 271
       205      | 262
       3272     | 168
       2853     | 164
       10804    | 120
       290      | 117
       2890     | 92
       10501    | 91
       2938     | 74
       3715     | 73
       13054    | 61
       5378     | 60
       3989     | 51
       627      | 50
       4905     | 42
       14568    | 42
       2485     | 35
       5836     | 35
       4776     | 29
       7264     | 29
       8375     | 25
       13150    | 25
       4481     | 21
       7053     | 21
       9687     | 18
       12173    | 18
       7155     | 15
       9105     | 15
       12222    | 13
       14101    | 13
       11044    | 11
       12311    | 11
       6826     | 9
       8061     | 9
       11187    | 8
       12362    | 8
       13063    | 7
       13735    | 7
       12558    | 6
       13201    | 6
       11034    | 5
       11510    | 5
       7532     | 4
       8073     | 4
       15078    | 4
       15537    | 4
       9583     | 3
       9959     | 3
       14812    | 3

   P1 - Seccion 11 - Demanda de la seccion: 3313

       Producto | Demanda
       548      | 1137
       1976     | 281
       4307     | 258
       7646     | 174
       3884     | 161
       742      | 121
       1738     | 116
       9168     | 94
       5496     | 90
       3445     | 75
       3872     | 72
       648      | 61
       3468     | 59
       10511    | 52
       5196     | 50
       8148     | 43
       4751     | 41
       10687    | 36
       13139    | 35
       1306     | 29
       11348    | 29
       6590     | 25
       1176     | 24
       3095     | 21
       9688     | 21
       7272     | 18
       15051    | 18
       5327     | 15
       11387    | 15
       10631    | 13
       721      | 12
       9559     | 11
       14117    | 11
       5639     | 9
       8846     | 9
       10405    | 8
       13405    | 8
       12165    | 7
       14543    | 7
       12084    | 6
       13940    | 6
       10376    | 5
       12107    | 5
       7089     | 4
       8555     | 4
       14686    | 4
       15846    | 4
       9291     | 3
       10273    | 3
       14544    | 3

   P1 - Seccion 2 - Demanda de la seccion: 3061

       Producto | Demanda
       10515    | 882
       938      | 290
       795      | 251
       6403     | 178
       1035     | 157
       2968     | 123
       8590     | 115
       6317     | 95
       4405     | 89
       10195    | 76
       313      | 71
       4334     | 62
       10803    | 59
       4047     | 52
       14062    | 50
       3850     | 43
       12547    | 41
       5994     | 36
       3522     | 34
       12889    | 30
       1552     | 28
       4894     | 25
       3948     | 24
       15045    | 22
       13148    | 21
       5468     | 18
       2860     | 17
       3524     | 15
       13263    | 15
       9407     | 13
       4082     | 12
       8358     | 11
       15781    | 11
       4565     | 9
       9413     | 9
       9654     | 8
       14162    | 8
       11604    | 7
       15544    | 7
       11339    | 6
       14550    | 6
       9894     | 5
       12738    | 5
       6700     | 4
       8969     | 4
       14318    | 4
       16310    | 4
       9033     | 3
       10744    | 3
       14352    | 3

   P1 - Seccion 9 - Demanda de la seccion: 2928

       Producto | Demanda
       664      | 752
       2425     | 300
       104      | 244
       2812     | 181
       1613     | 154
       3633     | 125
       539      | 112
       84       | 95
       5686     | 88
       777      | 76
       6555     | 71
       92       | 62
       1908     | 58
       148      | 52
       3826     | 49
       13108    | 44
       2748     | 40
       2270     | 36
       5660     | 34
       7409     | 30
       4766     | 28
       2146     | 25
       5622     | 24
       11493    | 22
       1186     | 20
       3928     | 18
       4690     | 17
       15869    | 16
       14819    | 15
       8240     | 13
       5318     | 12
       7487     | 11
       1383     | 10
       2698     | 9
       10381    | 9
       8796     | 8
       15275    | 8
       11005    | 7
       16088    | 7
       10959    | 6
       15293    | 6
       9441     | 5
       13265    | 5
       6277     | 4
       9306     | 4
       14126    | 4
       1270     | 3
       8765     | 3
       10989    | 3
       14180    | 3

   P1 - Seccion 1 - Demanda de la seccion: 2834

       Producto | Demanda
       789      | 648
       1655     | 311
       9304     | 238
       2669     | 185
       422      | 150
       1807     | 127
       4067     | 111
       254      | 96
       5950     | 87
       11295    | 78
       3550     | 70
       4098     | 63
       5458     | 58
       5153     | 53
       6458     | 49
       6758     | 44
       5446     | 40
       10544    | 37
       10704    | 34
       4937     | 30
       6734     | 28
       13461    | 26
       7541     | 24
       7582     | 22
       3860     | 20
       542      | 18
       5981     | 17
       12881    | 16
       2348     | 14
       7291     | 13
       6427     | 12
       6373     | 11
       3583     | 10
       15745    | 10
       11364    | 9
       8033     | 8
       16251    | 8
       10308    | 7
       2887     | 6
       10317    | 6
       15830    | 6
       9079     | 5
       13684    | 5
       5734     | 4
       9867     | 4
       13767    | 4
       2859     | 3
       8383     | 3
       11247    | 3
       13880    | 3

   P1 - Seccion 9 - Demanda de la seccion: 2776

       Producto | Demanda
       374      | 584
       13174    | 325
       1072     | 232
       874      | 189
       1123     | 148
       387      | 129
       1847     | 109
       505      | 97
       3849     | 86
       1182     | 78
       893      | 69
       4451     | 64
       2218     | 57
       1722     | 53
       1323     | 48
       2453     | 44
       8335     | 40
       5566     | 37
       2772     | 33
       2035     | 30
       11415    | 28
       8948     | 26
       10913    | 24
       6217     | 22
       5819     | 20
       12969    | 19
       7239     | 17
       9446     | 16
       4452     | 14
       6199     | 13
       7819     | 12
       5054     | 11
       5811     | 10
       14651    | 10
       12207    | 9
       7377     | 8
       1621     | 7
       9506     | 7
       3694     | 6
       9714     | 6
       327      | 5
       8638     | 5
       14011    | 5
       5115     | 4
       10235    | 4
       13549    | 4
       4130     | 3
       8062     | 3
       11412    | 3
       13614    | 3

   P1 - Seccion 3 - Demanda de la seccion: 2731

       Producto | Demanda
       4883     | 521
       2325     | 339
       3724     | 227
       2240     | 193
       6082     | 147
       2963     | 132
       4588     | 108
       2137     | 99
       3886     | 85
       1840     | 79
       7558     | 69
       8040     | 65
       5672     | 57
       5563     | 54
       9076     | 48
       7427     | 45
       1222     | 39
       2293     | 37
       6851     | 33
       11503    | 31
       1450     | 27
       6065     | 26
       15246    | 24
       3461     | 22
       8983     | 20
       9640     | 19
       9078     | 17
       7774     | 16
       6689     | 14
       4666     | 13
       9186     | 12
       3254     | 11
       6726     | 10
       13541    | 10
       13365    | 9
       6288     | 8
       3379     | 7
       8710     | 7
       5044     | 6
       9051     | 6
       2551     | 5
       8066     | 5
       14474    | 5
       3725     | 4
       10688    | 4
       13183    | 4
       4999     | 3
       7749     | 3
       11693    | 3
       13279    | 3

   P1 - Seccion 6 - Demanda de la seccion: 2699

       Producto | Demanda
       418      | 481
       424      | 352
       1593     | 222
       11794    | 196
       5489     | 145
       6343     | 134
       4897     | 107
       3873     | 100
       1445     | 84
       5432     | 80
       2734     | 68
       3851     | 65
       671      | 56
       2881     | 54
       844      | 47
       4700     | 45
       4078     | 39
       15675    | 38
       11858    | 33
       6966     | 31
       3819     | 27
       4372     | 26
       1750     | 23
       1577     | 22
       11037    | 20
       8024     | 19
       10108    | 17
       6739     | 16
       8403     | 14
       3548     | 13
       10020    | 12
       2226     | 11
       7410     | 10
       12634    | 10
       13862    | 9
       5300     | 8
       4575     | 7
       8318     | 7
       5643     | 6
       8558     | 6
       3666     | 5
       7713     | 5
       14817    | 5
       3183     | 4
       10974    | 4
       12733    | 4
       5345     | 3
       7555     | 3
       11862    | 3
       13042    | 3

   P1 - Seccion 12 - Demanda de la seccion: 2692

       Producto | Demanda
       2056     | 419
       1066     | 411
       1233     | 210
       2117     | 208
       284      | 138
       915      | 137
       5060     | 104
       3854     | 103
       1794     | 82
       10691    | 82
       864      | 66
       2616     | 66
       1676     | 55
       3842     | 55
       4509     | 46
       5825     | 46
       2901     | 38
       3841     | 38
       7088     | 32
       10620    | 32
       11434    | 27
       12713    | 27
       6293     | 23
       7746     | 23
       2158     | 19
       2660     | 19
       1087     | 16
       2466     | 16
       13225    | 14
       13747    | 14
       13355    | 12
       13621    | 12
       9570     | 10
       10063    | 10
       3        | 8
       1601     | 8
       6601     | 7
       6915     | 7
       7346     | 6
       7545     | 6
       6005     | 5
       6170     | 5
       15820    | 5
       16023    | 5
       11744    | 4
       11944    | 4
       6500     | 3
       6659     | 3
       12358    | 3
       12422    | 3

Pasillo 2 - Demanda del pasillo: 63108

   P2 - Seccion 2 - Demanda de la seccion: 44299

       Producto | Demanda
       48       | 42135
       1010     | 266
       2370     | 266
       4080     | 166
       12921    | 166
       499      | 118
       811      | 118
       2062     | 91
       3084     | 91
       13061    | 74
       480      | 73
       1959     | 60
       2716     | 60
       6698     | 51
       7941     | 51
       7110     | 42
       7879     | 42
       4065     | 35
       4518     | 35
       5514     | 29
       5628     | 29
       10604    | 25
       10822    | 25
       5927     | 21
       6062     | 21
       10828    | 18
       11502    | 18
       7639     | 15
       7796     | 15
       13285    | 13
       13337    | 13
       11640    | 11
       11793    | 11
       7300     | 9
       7406     | 9
       11581    | 8
       11743    | 8
       13281    | 7
       13393    | 7
       12820    | 6
       12851    | 6
       11268    | 5
       11304    | 5
       7806     | 4
       7832     | 4
       15355    | 4
       15391    | 4
       9767     | 3
       9796     | 3
       14991    | 3

   P2 - Seccion 7 - Demanda de la seccion: 2688

       Producto | Demanda
       2505     | 433
       12935    | 390
       2002     | 214
       500      | 202
       11718    | 141
       4026     | 136
       2390     | 105
       5150     | 102
       2100     | 83
       3322     | 81
       4066     | 67
       6340     | 66
       6635     | 56
       7712     | 55
       11531    | 47
       498      | 45
       11578    | 39
       6401     | 38
       4664     | 32
       1303     | 31
       7516     | 27
       81       | 26
       4748     | 23
       10465    | 23
       14944    | 20
       4618     | 19
       14060    | 17
       3908     | 16
       11242    | 14
       15599    | 14
       12215    | 12
       14876    | 12
       8865     | 10
       11280    | 10
       15292    | 9
       3363     | 8
       6058     | 7
       7521     | 7
       6844     | 6
       7984     | 6
       5254     | 5
       6695     | 5
       15467    | 5
       557      | 4
       11470    | 4
       12246    | 4
       6178     | 3
       7022     | 3
       12155    | 3
       12668    | 3

   P2 - Seccion 9 - Demanda de la seccion: 2688

       Producto | Demanda
       2987     | 431
       1214     | 391
       3319     | 214
       243      | 202
       12693    | 141
       3662     | 136
       3951     | 105
       4567     | 102
       2290     | 83
       2796     | 81
       4145     | 67
       5973     | 66
       6696     | 56
       7267     | 55
       14034    | 47
       217      | 45
       12365    | 39
       6138     | 38
       4747     | 32
       1142     | 31
       7635     | 27
       15388    | 27
       5009     | 23
       9766     | 23
       15099    | 20
       4519     | 19
       14159    | 17
       3889     | 16
       11440    | 14
       15442    | 14
       12269    | 12
       14599    | 12
       8909     | 10
       11162    | 10
       15415    | 9
       3303     | 8
       6072     | 7
       7509     | 7
       6868     | 6
       7880     | 6
       5302     | 5
       6657     | 5
       15515    | 5
       450      | 4
       11488    | 4
       12238    | 4
       6208     | 3
       6994     | 3
       12179    | 3
       12661    | 3

   P2 - Seccion 15 - Demanda de la seccion: 2687

       Producto | Demanda
       490      | 445
       1082     | 379
       2413     | 215
       3537     | 201
       922      | 141
       1473     | 135
       468      | 105
       1128     | 101
       15601    | 84
       5998     | 81
       1464     | 67
       10567    | 66
       4819     | 56
       12671    | 55
       5914     | 47
       2159     | 45
       9683     | 39
       7951     | 38
       3242     | 32
       2996     | 31
       6840     | 27
       1370     | 26
       4219     | 23
       12971    | 23
       14118    | 20
       5765     | 19
       12928    | 17
       4797     | 16
       10189    | 14
       950      | 13
       11774    | 12
       15612    | 12
       8422     | 10
       11544    | 10
       14856    | 9
       3810     | 8
       5871     | 7
       7688     | 7
       6534     | 6
       8144     | 6
       4593     | 5
       6971     | 5
       15306    | 5
       1633     | 4
       11390    | 4
       12381    | 4
       6033     | 3
       7222     | 3
       12072    | 3
       12730    | 3

   P2 - Seccion 16 - Demanda de la seccion: 2687

       Producto | Demanda
       47       | 444
       3502     | 381
       2788     | 215
       1821     | 201
       1105     | 141
       1031     | 135
       862      | 105
       513      | 101
       25       | 83
       5453     | 81
       1861     | 67
       10475    | 66
       5114     | 56
       11836    | 55
       5917     | 47
       1993     | 45
       9696     | 39
       7858     | 38
       3274     | 32
       2969     | 31
       6913     | 27
       1259     | 26
       4273     | 23
       12572    | 23
       14168    | 20
       5760     | 19
       12968    | 17
       4725     | 16
       10254    | 14
       934      | 13
       11826    | 12
       15447    | 12
       8480     | 10
       11517    | 10
       14864    | 9
       3710     | 8
       5899     | 7
       7685     | 7
       6539     | 6
       8119     | 6
       4709     | 5
       6947     | 5
       15325    | 5
       1510     | 4
       11402    | 4
       12380    | 4
       6038     | 3
       7211     | 3
       12074    | 3
       12717    | 3

   P2 - Seccion 3 - Demanda de la seccion: 2687

       Producto | Demanda
       13189    | 438
       1257     | 383
       10611    | 215
       3185     | 202
       2785     | 141
       6716     | 136
       1545     | 105
       9150     | 102
       1156     | 83
       5086     | 81
       2884     | 67
       8553     | 66
       5560     | 56
       10188    | 55
       7718     | 47
       1416     | 45
       10766    | 39
       6897     | 38
       4073     | 32
       2529     | 31
       7063     | 27
       920      | 26
       4527     | 23
       11260    | 23
       14605    | 20
       5155     | 19
       13669    | 17
       4246     | 16
       10722    | 14
       16225    | 14
       12047    | 12
       15158    | 12
       8680     | 10
       11414    | 10
       15032    | 9
       3568     | 8
       6022     | 7
       7662     | 7
       6704     | 6
       8049     | 6
       4963     | 5
       6800     | 5
       15374    | 5
       1389     | 4
       11426    | 4
       12332    | 4
       6124     | 3
       7126     | 3
       12093    | 3
       12692    | 3

   P2 - Seccion 1 - Demanda de la seccion: 2686

       Producto | Demanda
       979      | 439
       715      | 382
       3186     | 215
       11254    | 202
       2283     | 141
       10425    | 136
       1138     | 105
       14872    | 102
       702      | 83
       5244     | 81
       2678     | 67
       9765     | 66
       5351     | 56
       11122    | 55
       6712     | 47
       1580     | 45
       10250    | 39
       7689     | 38
       4059     | 32
       2711     | 31
       6974     | 27
       1109     | 26
       4367     | 23
       11681    | 23
       14402    | 20
       5576     | 19
       13510    | 17
       4638     | 16
       10609    | 14
       474      | 13
       11966    | 12
       15290    | 12
       8516     | 10
       11483    | 10
       14892    | 9
       3702     | 8
       5988     | 7
       7673     | 7
       6610     | 6
       8084     | 6
       4869     | 5
       6820     | 5
       15348    | 5
       1453     | 4
       11419    | 4
       12371    | 4
       6100     | 3
       7171     | 3
       12080    | 3
       12709    | 3

   P2 - Seccion 6 - Demanda de la seccion: 2686

       Producto | Demanda
       1062     | 433
       2515     | 388
       1789     | 214
       555      | 202
       10440    | 141
       4267     | 136
       2376     | 105
       5344     | 102
       1989     | 83
       3907     | 81
       4036     | 67
       6517     | 66
       6251     | 56
       7869     | 55
       11454    | 47
       883      | 45
       11252    | 39
       6407     | 38
       4605     | 32
       1626     | 31
       7431     | 27
       139      | 26
       4687     | 23
       10600    | 23
       14824    | 20
       4726     | 19
       13874    | 17
       3962     | 16
       11170    | 14
       15607    | 14
       12171    | 12
       14885    | 12
       8759     | 10
       11282    | 10
       15266    | 9
       3433     | 8
       6049     | 7
       7526     | 7
       6794     | 6
       7992     | 6
       5165     | 5
       6706     | 5
       15449    | 5
       642      | 4
       11465    | 4
       12265    | 4
       6154     | 3
       7052     | 3
       12143    | 3
       12674    | 3

   P2 - Seccion 17 - Demanda de la seccion: 4049

       Producto | Demanda
       413      | 1880
       5248     | 272
       344      | 262
       5339     | 169
       3338     | 164
       5708     | 120
       291      | 117
       2609     | 92
       10730    | 91
       2072     | 74
       3784     | 73
       12512    | 61
       5562     | 60
       3375     | 51
       667      | 50
       4459     | 42
       15077    | 42
       2232     | 35
       6355     | 35
       4594     | 29
       7360     | 29
       8306     | 25
       13220    | 25
       4438     | 21
       7081     | 21
       9596     | 18
       12189    | 18
       7131     | 15
       9320     | 15
       12200    | 13
       14103    | 13
       11026    | 11
       12347    | 11
       6824     | 9
       8069     | 9
       11182    | 8
       12443    | 8
       13046    | 7
       13742    | 7
       12540    | 6
       13205    | 6
       11030    | 5
       11520    | 5
       7531     | 4
       8079     | 4
       15043    | 4
       15546    | 4
       9553     | 3
       9972     | 3
       14805    | 3

   P2 - Seccion 10 - Demanda de la seccion: 3318

       Producto | Demanda
       15832    | 1143
       2625     | 281
       3189     | 258
       444      | 173
       3676     | 161
       1056     | 121
       1540     | 116
       10862    | 94
       5133     | 90
       3509     | 75
       3859     | 72
       1179     | 61
       3200     | 59
       12254    | 52
       5175     | 50
       8289     | 43
       4741     | 41
       10769    | 36
       12967    | 35
       1523     | 29
       11291    | 29
       6598     | 25
       1065     | 24
       3117     | 21
       9668     | 21
       7378     | 18
       14966    | 18
       5332     | 15
       11255    | 15
       10707    | 13
       510      | 12
       9650     | 11
       14113    | 11
       5663     | 9
       8763     | 9
       10418    | 8
       13391    | 8
       12174    | 7
       14523    | 7
       12095    | 6
       13918    | 6
       10391    | 5
       12104    | 5
       7091     | 4
       8537     | 4
       14696    | 4
       15844    | 4
       9292     | 3
       10271    | 3
       14552    | 3

   P2 - Seccion 1 - Demanda de la seccion: 3072

       Producto | Demanda
       264      | 895
       1282     | 289
       597      | 251
       0        | 177
       899      | 157
       4000     | 123
       6582     | 115
       6520     | 95
       4121     | 89
       10677    | 76
       157      | 71
       4517     | 62
       10764    | 59
       4161     | 52
       13602    | 50
       4106     | 43
       11804    | 41
       6006     | 36
       2899     | 34
       12930    | 30
       1472     | 28
       4960     | 25
       3862     | 24
       15815    | 22
       13080    | 21
       5626     | 18
       2735     | 17
       3597     | 15
       13259    | 15
       9451     | 13
       3979     | 12
       8362     | 11
       15582    | 11
       4574     | 9
       9410     | 9
       9684     | 8
       14105    | 8
       11616    | 7
       15423    | 7
       11352    | 6
       14515    | 6
       9961     | 5
       12726    | 5
       6701     | 4
       8961     | 4
       14328    | 4
       16308    | 4
       9039     | 3
       10709    | 3
       14353    | 3

   P2 - Seccion 10 - Demanda de la seccion: 2931

       Producto | Demanda
       772      | 752
       2375     | 300
       491      | 244
       2800     | 181
       3693     | 154
       3596     | 125
       577      | 112
       11799    | 96
       7107     | 88
       733      | 76
       7991     | 71
       14102    | 63
       1946     | 58
       15273    | 53
       3975     | 49
       13047    | 44
       2935     | 40
       2266     | 36
       5718     | 34
       7289     | 30
       4835     | 28
       2019     | 25
       5787     | 24
       11336    | 22
       1411     | 20
       3817     | 18
       4821     | 17
       15845    | 16
       14830    | 15
       8231     | 13
       5376     | 12
       7456     | 11
       1406     | 10
       2534     | 9
       10485    | 9
       8755     | 8
       15288    | 8
       10981    | 7
       16248    | 7
       10938    | 6
       15299    | 6
       9440     | 5
       13273    | 5
       6269     | 4
       9313     | 4
       14077    | 4
       1289     | 3
       8751     | 3
       10994    | 3
       14172    | 3

   P2 - Seccion 16 - Demanda de la seccion: 2841

       Producto | Demanda
       3616     | 654
       1034     | 310
       4209     | 239
       5127     | 185
       3577     | 151
       2436     | 127
       2802     | 111
       674      | 96
       5314     | 87
       13088    | 78
       2597     | 70
       4318     | 63
       5243     | 58
       5543     | 53
       5873     | 49
       6940     | 44
       5213     | 40
       10757    | 37
       10556    | 34
       4951     | 30
       6434     | 28
       14493    | 26
       7349     | 24
       7817     | 22
       3755     | 20
       1099     | 18
       5969     | 17
       13166    | 16
       2020     | 14
       7435     | 13
       6399     | 12
       6448     | 11
       3427     | 10
       15840    | 10
       11286    | 9
       8046     | 8
       16214    | 8
       10357    | 7
       2780     | 6
       10392    | 6
       15801    | 6
       9116     | 5
       13681    | 5
       5780     | 4
       9792     | 4
       13779    | 4
       2757     | 3
       8387     | 3
       11233    | 3
       13910    | 3

   P2 - Seccion 7 - Demanda de la seccion: 2780

       Producto | Demanda
       4336     | 589
       1209     | 324
       151      | 232
       4127     | 189
       637      | 148
       714      | 129
       1384     | 109
       800      | 97
       3125     | 86
       1631     | 78
       553      | 69
       5230     | 64
       2013     | 57
       2328     | 53
       656      | 48
       2602     | 44
       7912     | 40
       5774     | 37
       2317     | 33
       2256     | 30
       11249    | 28
       9177     | 26
       10808    | 24
       6283     | 22
       5716     | 20
       13283    | 19
       7138     | 17
       9572     | 16
       4368     | 14
       6228     | 13
       7648     | 12
       5250     | 11
       5733     | 10
       14664    | 10
       12115    | 9
       7404     | 8
       1567     | 7
       9536     | 7
       3645     | 6
       9764     | 6
       143      | 5
       8685     | 5
       14003    | 5
       5145     | 4
       10197    | 4
       13562    | 4
       4114     | 3
       8078     | 3
       11410    | 3
       13640    | 3

   P2 - Seccion 14 - Demanda de la seccion: 2732

       Producto | Demanda
       297      | 525
       1360     | 337
       1527     | 228
       1315     | 192
       2527     | 147
       1048     | 131
       1634     | 108
       5091     | 99
       2426     | 85
       3371     | 79
       5605     | 69
       14612    | 65
       4806     | 57
       7010     | 54
       6471     | 48
       10875    | 45
       575      | 39
       2585     | 37
       5807     | 33
       13303    | 31
       137      | 27
       6852     | 26
       14001    | 24
