Distribucion Supermercado - Demanda total: 854020
Varianza demanda por seccion: 103042731
Promedio demanda por seccion: 3349
Mayor demanda en una seccion: 156064
Menor demanda en una seccion: 228

Pasillo 1 - Demanda del pasillo: 363455

   P1 - Seccion 1 - Demanda de la seccion: 156064

       Producto | Demanda
       Producto | Demanda
       413      | 1880
       438      | 1863
       405      | 879
       407      | 693
       449      | 690
       441      | 609
       425      | 606
       420      | 600
       426      | 508
       418      | 481
       408      | 479
       432      | 466
       415      | 412
       424      | 352
       433      | 321
       423      | 288
       412      | 284
       414      | 263
       440      | 235
       447      | 231
       406      | 228
       402      | 221
       442      | 218
       434      | 207
       421      | 183
       445      | 174
       444      | 173
       422      | 150
       435      | 136
       448      | 125
       401      | 124
       411      | 119
       446      | 112
       409      | 110
       416      | 105
       427      | 96
       430      | 84
       403      | 81
       431      | 78
       410      | 70
       404      | 54
       439      | 54
       419      | 47
       428      | 43
       400      | 41
       429      | 34
       437      | 33
       436      | 28
       417      | 22
       443      | 16

   P1 - Seccion 10 - Demanda de la seccion: 9250

       Producto | Demanda
       475      | 2167
       479      | 926
       488      | 720
       464      | 695
       490      | 445
       497      | 346
       489      | 259
       492      | 259
       491      | 244
       486      | 231
       493      | 221
       485      | 202
       467      | 175
       460      | 166
       458      | 151
       454      | 147
       478      | 133
       495      | 124
       499      | 118
       451      | 117
       468      | 105
       459      | 104
       476      | 102
       481      | 102
       452      | 93
       483      | 88
       494      | 84
       463      | 79
       469      | 74
       480      | 73
       470      | 72
       453      | 64
       466      | 62
       498      | 45
       465      | 41
       477      | 34
       455      | 33
       484      | 30
       482      | 27
       487      | 27
       457      | 19
       474      | 13
       472      | 8
       456      | 6
       461      | 6
       450      | 4
       473      | 4
       496      | 3
       462      | 1
       471      | 1

   P1 - Seccion 11 - Demanda de la seccion: 11612

       Producto | Demanda
       533      | 1487
       548      | 1137
       522      | 974
       544      | 851
       549      | 843
       535      | 718
       547      | 428
       514      | 427
       501      | 319
       534      | 316
       504      | 298
       543      | 295
       511      | 283
       536      | 262
       525      | 225
       529      | 224
       500      | 202
       541      | 157
       527      | 141
       518      | 133
       516      | 129
       521      | 122
       539      | 112
       502      | 110
       526      | 107
       513      | 101
       532      | 99
       505      | 97
       508      | 97
       503      | 77
       512      | 72
       546      | 71
       519      | 69
       515      | 63
       506      | 61
       524      | 60
       540      | 59
       509      | 54
       523      | 53
       528      | 44
       538      | 41
       517      | 33
       537      | 32
       531      | 25
       507      | 24
       520      | 22
       530      | 19
       542      | 18
       510      | 12
       545      | 9

   P1 - Seccion 12 - Demanda de la seccion: 10558

       Producto | Demanda
       592      | 1227
       589      | 1119
       570      | 792
       581      | 574
       571      | 513
       591      | 432
       563      | 270
       587      | 261
       550      | 260
       552      | 259
       576      | 255
       597      | 251
       565      | 237
       599      | 235
       560      | 227
       583      | 222
       558      | 212
       596      | 211
       566      | 203
       555      | 202
       593      | 194
       573      | 192
       584      | 189
       572      | 179
       567      | 146
       569      | 121
       554      | 119
       595      | 119
       561      | 116
       577      | 112
       585      | 110
       594      | 104
       586      | 99
       582      | 86
       598      | 78
       578      | 74
       574      | 73
       553      | 69
       564      | 68
       588      | 61
       580      | 60
       556      | 56
       551      | 43
       590      | 40
       575      | 39
       568      | 20
       559      | 14
       579      | 10
       557      | 4
       562      | 1

   P1 - Seccion 13 - Demanda de la seccion: 7513

       Producto | Demanda
       604      | 1209
       649      | 857
       623      | 525
       640      | 359
       610      | 346
       643      | 336
       622      | 317
       611      | 280
       615      | 274
       612      | 259
       647      | 258
       606      | 239
       639      | 216
       621      | 185
       636      | 185
       637      | 148
       618      | 141
       614      | 123
       641      | 109
       626      | 102
       645      | 100
       628      | 79
       646      | 75
       603      | 73
       619      | 72
       605      | 70
       648      | 61
       644      | 59
       608      | 57
       625      | 56
       627      | 50
       620      | 49
       635      | 37
       616      | 31
       638      | 30
       632      | 29
       607      | 28
       601      | 20
       602      | 16
       609      | 16
       600      | 5
       613      | 5
       629      | 5
       630      | 5
       631      | 5
       642      | 4
       633      | 3
       617      | 2
       624      | 2
       634      | 1

   P1 - Seccion 14 - Demanda de la seccion: 9040

       Producto | Demanda
       677      | 1110
       664      | 752
       681      | 704
       675      | 601
       694      | 412
       653      | 339
       652      | 325
       697      | 300
       682      | 296
       662      | 286
       684      | 277
       673      | 263
       651      | 247
       650      | 228
       660      | 224
       695      | 193
       698      | 185
       683      | 174
       696      | 156
       699      | 152
       690      | 149
       691      | 146
       659      | 118
       685      | 112
       687      | 108
       668      | 99
       674      | 96
       680      | 95
       692      | 95
       661      | 90
       669      | 81
       665      | 76
       666      | 69
       655      | 57
       676      | 57
       671      | 56
       667      | 50
       656      | 48
       670      | 38
       672      | 30
       679      | 28
       678      | 26
       693      | 21
       654      | 17
       688      | 14
       657      | 13
       689      | 11
       686      | 8
       663      | 6
       658      | 2

   P1 - Seccion 15 - Demanda de la seccion: 8430

       Producto | Demanda
       740      | 1181
       703      | 806
       704      | 526
       727      | 383
       715      | 382
       730      | 369
       734      | 366
       718      | 287
       749      | 261
       708      | 244
       739      | 213
       706      | 210
       711      | 210
       713      | 207
       731      | 193
       729      | 146
       712      | 142
       725      | 141
       714      | 129
       705      | 127
       720      | 126
       742      | 121
       719      | 120
       723      | 119
       743      | 118
       728      | 116
       738      | 116
       741      | 100
       736      | 96
       746      | 88
       702      | 83
       744      | 82
       733      | 76
       710      | 75
       732      | 71
       716      | 60
       707      | 58
       737      | 53
       700      | 43
       701      | 42
       722      | 29
       745      | 24
       709      | 22
       735      | 21
       721      | 12
       724      | 12
       717      | 10
       748      | 10
       726      | 2
       747      | 2

   P1 - Seccion 16 - Demanda de la seccion: 10819

       Producto | Demanda
       783      | 965
       766      | 797
       772      | 752
       789      | 648
       790      | 523
       798      | 503
       793      | 494
       785      | 369
       768      | 354
       769      | 329
       751      | 328
       764      | 280
       753      | 261
       757      | 260
       795      | 251
       767      | 248
       760      | 243
       759      | 235
       755      | 200
       763      | 190
       781      | 182
       791      | 175
       770      | 166
       750      | 161
       762      | 137
       788      | 136
       779      | 133
       792      | 129
       799      | 125
       771      | 98
       754      | 96
       796      | 96
       797      | 96
       774      | 89
       758      | 83
       773      | 81
       794      | 81
       765      | 78
       777      | 76
       756      | 74
       761      | 74
       752      | 66
       787      | 39
       780      | 32
       776      | 22
       775      | 21
       786      | 16
       784      | 15
       778      | 9
       782      | 3

   P1 - Seccion 17 - Demanda de la seccion: 11141

       Producto | Demanda
       824      | 1210
       812      | 821
       806      | 741
       809      | 626
       846      | 595
       808      | 482
       831      | 454
       830      | 428
       842      | 412
       840      | 391
       817      | 369
       829      | 352
       805      | 274
       837      | 257
       849      | 234
       828      | 199
       813      | 191
       807      | 187
       848      | 170
       801      | 156
       826      | 144
       845      | 141
       833      | 139
       815      | 131
       838      | 127
       820      | 125
       825      | 124
       832      | 122
       811      | 118
       821      | 116
       810      | 111
       816      | 107
       835      | 107
       803      | 106
       822      | 98
       800      | 97
       839      | 95
       827      | 92
       804      | 86
       843      | 82
       814      | 58
       823      | 58
       844      | 47
       836      | 39
       834      | 37
       818      | 32
       819      | 26
       847      | 18
       802      | 5
       841      | 4

Pasillo 2 - Demanda del pasillo: 106493

   P2 - Seccion 1 - Demanda de la seccion: 6720

       Producto | Demanda
       865      | 632
       885      | 576
       878      | 570
       855      | 519
       856      | 494
       887      | 235
       851      | 231
       896      | 225
       880      | 222
       861      | 205
       874      | 189
       877      | 175
       892      | 164
       899      | 157
       854      | 151
       879      | 120
       875      | 113
       859      | 112
       857      | 106
       862      | 105
       898      | 99
       860      | 96
       897      | 95
       894      | 92
       890      | 88
       871      | 73
       866      | 72
       893      | 69
       888      | 68
       864      | 66
       876      | 65
       886      | 64
       882      | 62
       852      | 58
       869      | 57
       883      | 45
       873      | 40
       850      | 34
       870      | 30
       872      | 29
       863      | 23
       867      | 23
       889      | 21
       884      | 12
       858      | 11
       881      | 10
       891      | 7
       853      | 5
       868      | 3
       895      | 2

   P2 - Seccion 2 - Demanda de la seccion: 7898

       Producto | Demanda
       947      | 591
       913      | 543
       916      | 543
       910      | 519
       903      | 376
       921      | 322
       927      | 301
       938      | 290
       907      | 287
       932      | 262
       925      | 253
       924      | 252
       926      | 240
       911      | 237
       939      | 209
       942      | 163
       909      | 161
       905      | 147
       914      | 146
       919      | 145
       922      | 141
       944      | 140
       915      | 137
       941      | 137
       943      | 132
       918      | 123
       930      | 123
       931      | 123
       929      | 99
       901      | 90
       904      | 79
       940      | 79
       902      | 65
       936      | 55
       912      | 53
       948      | 49
       937      | 48
       928      | 47
       906      | 38
       945      | 29
       920      | 26
       935      | 26
       917      | 22
       908      | 15
       934      | 13
       933      | 10
       900      | 8
       923      | 2
       946      | 1
       949      | 1

   P2 - Seccion 3 - Demanda de la seccion: 7787

       Producto | Demanda
       956      | 911
       976      | 817
       961      | 540
       979      | 439
       978      | 371
       993      | 344
       984      | 334
       989      | 302
       987      | 255
       968      | 197
       973      | 189
       966      | 187
       981      | 187
       986      | 173
       958      | 171
       991      | 164
       974      | 160
       963      | 152
       983      | 152
       959      | 148
       967      | 122
       994      | 114
       982      | 112
       975      | 110
       985      | 109
       980      | 108
       960      | 102
       962      | 88
       971      | 81
       997      | 81
       969      | 62
       990      | 59
       957      | 56
       996      | 53
       995      | 45
       952      | 40
       954      | 38
       965      | 38
       970      | 31
       951      | 24
       992      | 24
       953      | 23
       998      | 14
       950      | 13
       988      | 13
       999      | 13
       972      | 10
       955      | 7
       964      | 2
       977      | 2

   P2 - Seccion 4 - Demanda de la seccion: 8367

       Producto | Demanda
       1004     | 1102
       1043     | 551
       1020     | 465
       1000     | 423
       1003     | 387
       1046     | 365
       1027     | 346
       1034     | 310
       1001     | 287
       1010     | 266
       1014     | 261
       1013     | 260
       1026     | 256
       1012     | 230
       1025     | 218
       1016     | 212
       1023     | 201
       1035     | 157
       1008     | 156
       1015     | 149
       1031     | 135
       1048     | 131
       1030     | 127
       1024     | 123
       1021     | 112
       1045     | 107
       1022     | 99
       1002     | 98
       1018     | 97
       1019     | 84
       1028     | 72
       1049     | 65
       1040     | 59
       1009     | 57
       1039     | 56
       1011     | 54
       1005     | 50
       1017     | 39
       1033     | 35
       1042     | 35
       1041     | 32
       1029     | 23
       1044     | 21
       1037     | 16
       1038     | 13
       1032     | 7
       1036     | 7
       1007     | 6
       1047     | 3
       1006     | 2

   P2 - Seccion 5 - Demanda de la seccion: 6972

       Producto | Demanda
       1067     | 584
       1062     | 433
       1066     | 411
       1052     | 401
       1082     | 379
       1081     | 337
       1080     | 295
       1096     | 271
       1085     | 235
       1071     | 232
       1072     | 232
       1060     | 210
       1063     | 202
       1055     | 191
       1054     | 159
       1094     | 147
       1090     | 143
       1053     | 134
       1095     | 127
       1056     | 121
       1083     | 118
       1073     | 105
       1057     | 97
       1084     | 93
       1075     | 89
       1070     | 88
       1061     | 84
       1076     | 84
       1093     | 77
       1064     | 75
       1051     | 73
       1069     | 68
       1058     | 64
       1059     | 63
       1068     | 63
       1077     | 54
       1086     | 53
       1074     | 52
       1091     | 52
       1079     | 51
       1078     | 44
       1050     | 40
       1089     | 36
       1098     | 31
       1065     | 24
       1099     | 18
       1087     | 16
       1092     | 11
       1088     | 3
       1097     | 2

   P2 - Seccion 6 - Demanda de la seccion: 7804

       Producto | Demanda
       1146     | 1426
       1135     | 667
       1144     | 599
       1113     | 448
       1121     | 425
       1126     | 425
       1103     | 407
       1143     | 253
       1104     | 247
       1115     | 192
       1130     | 167
       1120     | 162
       1145     | 149
       1123     | 148
       1124     | 148
       1105     | 141
       1101     | 140
       1139     | 134
       1107     | 131
       1138     | 105
       1128     | 101
       1127     | 85
       1111     | 80
       1140     | 80
       1114     | 79
       1129     | 65
       1134     | 64
       1122     | 63
       1132     | 63
       1102     | 60
       1141     | 56
       1119     | 55
       1148     | 51
       1106     | 46
       1131     | 46
       1118     | 37
       1137     | 32
       1142     | 31
       1100     | 29
       1112     | 28
       1116     | 27
       1109     | 26
       1136     | 26
       1133     | 15
       1147     | 14
       1149     | 11
       1108     | 10
       1110     | 8
       1117     | 1
       1125     | 1

   P2 - Seccion 7 - Demanda de la seccion: 5886

       Producto | Demanda
       1198     | 660
       1158     | 428
       1185     | 332
       1196     | 325
       1172     | 295
       1188     | 276
       1183     | 265
       1163     | 256
       1160     | 247
       1161     | 214
       1159     | 197
       1192     | 193
       1184     | 181
       1166     | 179
       1178     | 174
       1180     | 167
       1165     | 149
       1191     | 122
       1173     | 116
       1153     | 107
       1152     | 97
       1154     | 90
       1197     | 87
       1156     | 83
       1182     | 78
       1195     | 65
       1179     | 61
       1155     | 59
       1168     | 57
       1189     | 39
       1167     | 32
       1177     | 29
       1199     | 28
       1176     | 24
       1181     | 21
       1157     | 20
       1186     | 20
       1174     | 18
       1151     | 17
       1194     | 12
       1150     | 11
       1187     | 11
       1175     | 10
       1164     | 8
       1193     | 8
       1190     | 6
       1162     | 3
       1169     | 3
       1170     | 3
       1171     | 3

   P2 - Seccion 8 - Demanda de la seccion: 4466

       Producto | Demanda
       1239     | 569
       1214     | 391
       1209     | 324
       1232     | 272
       1249     | 237
       1233     | 210
       1215     | 174
       1219     | 159
       1246     | 155
       1227     | 154
       1244     | 131
       1228     | 118
       1237     | 117
       1210     | 115
       1218     | 99
       1230     | 80
       1235     | 78
       1242     | 66
       1247     | 66
       1236     | 62
       1229     | 61
       1216     | 58
       1220     | 54
       1211     | 53
       1203     | 52
       1217     | 52
       1213     | 47
       1234     | 44
       1245     | 41
       1202     | 39
       1222     | 39
       1205     | 37
       1243     | 36
       1204     | 34
       1200     | 32
       1224     | 29
       1207     | 25
       1221     | 23
       1226     | 23
       1248     | 22
       1206     | 21
       1201     | 14
       1240     | 13
       1225     | 10
       1241     | 9
       1238     | 7
       1223     | 5
       1231     | 4
       1212     | 3
       1208     | 2

   P2 - Seccion 9 - Demanda de la seccion: 5247

       Producto | Demanda
       1277     | 420
       1257     | 383
       1281     | 298
       1282     | 289
       1280     | 283
       1269     | 279
       1291     | 277
       1294     | 277
       1275     | 219
       1290     | 178
       1286     | 155
       1264     | 139
       1297     | 129
       1250     | 118
       1265     | 97
       1251     | 94
       1260     | 94
       1274     | 94
       1285     | 93
       1268     | 92
       1288     | 87
       1296     | 86
       1293     | 81
       1273     | 79
       1262     | 76
       1283     | 75
       1254     | 66
       1253     | 64
       1263     | 63
       1295     | 62
       1252     | 58
       1272     | 55
       1284     | 52
       1276     | 47
       1258     | 37
       1292     | 31
       1256     | 30
       1259     | 26
       1279     | 25
       1261     | 23
       1298     | 23
       1278     | 22
       1287     | 21
       1255     | 13
       1266     | 10
       1271     | 10
       1267     | 9
       1270     | 3
       1289     | 3
       1299     | 2

   P2 - Seccion 10 - Demanda de la seccion: 7285

       Producto | Demanda
       1327     | 1786
       1344     | 753
       1313     | 392
       1308     | 343
       1333     | 311
       1318     | 249
       1332     | 243
       1345     | 226
       1343     | 214
       1342     | 212
       1315     | 192
       1311     | 145
       1309     | 144
       1319     | 141
       1316     | 132
       1329     | 132
       1307     | 115
       1320     | 109
       1312     | 105
       1340     | 97
       1336     | 85
       1337     | 82
       1317     | 73
       1330     | 71
       1324     | 67
       1310     | 61
       1331     | 58
       1348     | 55
       1349     | 54
       1301     | 53
       1302     | 50
       1323     | 48
       1321     | 47
       1334     | 45
       1341     | 40
       1325     | 39
       1322     | 38
       1339     | 35
       1305     | 34
       1304     | 32
       1335     | 32
       1303     | 31
       1306     | 29
       1347     | 27
       1300     | 21
       1314     | 14
       1346     | 9
       1338     | 7
       1328     | 5
       1326     | 2

   P2 - Seccion 11 - Demanda de la seccion: 6567

       Producto | Demanda
       1393     | 1161
       1355     | 512
       1361     | 400
       1360     | 337
       1379     | 283
       1372     | 253
       1378     | 244
       1395     | 239
       1387     | 213
       1380     | 209
       1390     | 193
       1354     | 167
       1368     | 163
       1396     | 150
       1352     | 142
       1376     | 139
       1353     | 138
       1362     | 132
       1371     | 123
       1385     | 110
       1384     | 109
       1392     | 104
       1397     | 103
       1357     | 101
       1369     | 101
       1394     | 94
       1373     | 77
       1382     | 73
       1363     | 70
       1350     | 54
       1388     | 48
       1381     | 43
       1358     | 40
       1359     | 36
       1364     | 36
       1375     | 36
       1370     | 26
       1356     | 24
       1365     | 16
       1351     | 14
       1383     | 10
       1399     | 9
       1377     | 7
       1391     | 7
       1398     | 7
       1389     | 4
       1367     | 3
       1374     | 3
       1386     | 3
       1366     | 1

   P2 - Seccion 12 - Demanda de la seccion: 5529

       Producto | Demanda
       1435     | 765
       1417     | 536
       1404     | 446
       1425     | 341
       1444     | 339
       1408     | 196
       1433     | 194
       1428     | 190
       1430     | 188
       1439     | 165
       1415     | 151
       1410     | 138
       1426     | 134
       1440     | 134
       1422     | 120
       1421     | 96
       1423     | 95
       1424     | 95
       1448     | 95
       1402     | 94
       1403     | 93
       1445     | 84
       1446     | 83
       1409     | 82
       1407     | 76
       1400     | 72
       1437     | 66
       1442     | 66
       1401     | 48
       1416     | 45
       1434     | 37
       1414     | 36
       1413     | 35
       1429     | 27
       1443     | 25
       1447     | 24
       1411     | 20
       1436     | 19
       1412     | 15
       1431     | 12
       1432     | 11
       1406     | 10
       1438     | 9
       1405     | 7
       1420     | 4
       1418     | 3
       1419     | 2
       1427     | 2
       1441     | 2
       1449     | 2

   P2 - Seccion 13 - Demanda de la seccion: 4629

       Producto | Demanda
       1479     | 472
       1486     | 423
       1481     | 409
       1489     | 299
       1497     | 253
       1476     | 237
       1459     | 218
       1456     | 152
       1498     | 150
       1473     | 135
       1455     | 130
       1475     | 117
       1488     | 111
       1478     | 103
       1482     | 102
       1468     | 99
       1480     | 88
       1494     | 88
       1470     | 86
       1469     | 75
       1484     | 70
       1463     | 68
       1464     | 67
       1466     | 60
       1454     | 54
       1461     | 54
       1495     | 46
       1483     | 45
       1462     | 40
       1485     | 37
       1477     | 33
       1451     | 28
       1472     | 28
       1450     | 27
       1493     | 27
       1496     | 27
       1474     | 26
       1465     | 25
       1471     | 23
       1487     | 23
       1499     | 12
       1491     | 11
       1452     | 10
       1467     | 9
       1492     | 9
       1460     | 7
       1490     | 7
       1453     | 4
       1457     | 4
       1458     | 1

   P2 - Seccion 14 - Demanda de la seccion: 4082

       Producto | Demanda
       1513     | 422
       1543     | 419
       1529     | 322
       1527     | 228
       1538     | 221
       1537     | 197
       1517     | 192
       1503     | 160
       1547     | 154
       1536     | 150
       1540     | 116
       1520     | 109
       1545     | 105
       1530     | 101
       1534     | 90
       1542     | 89
       1533     | 88
       1548     | 85
       1515     | 84
       1525     | 75
       1518     | 66
       1519     | 66
       1546     | 62
       1524     | 55
       1504     | 53
       1549     | 53
       1526     | 30
       1523     | 29
       1508     | 25
       1531     | 25
       1505     | 22
       1509     | 20
       1522     | 20
       1532     | 20
       1541     | 20
       1516     | 19
       1501     | 15
       1544     | 11
       1502     | 9
       1506     | 9
       1528     | 9
       1500     | 7
       1507     | 7
       1535     | 7
       1539     | 7
       1510     | 4
       1521     | 2
       1511     | 1
       1512     | 1
       1514     | 1

   P2 - Seccion 15 - Demanda de la seccion: 6419

       Producto | Demanda
       1578     | 874
       1585     | 450
       1557     | 415
       1562     | 374
       1590     | 293
       1564     | 283
       1595     | 254
       1591     | 247
       1594     | 244
       1593     | 222
       1592     | 194
       1598     | 191
       1588     | 181
       1568     | 165
       1596     | 161
       1569     | 153
       1570     | 140
       1579     | 139
       1561     | 137
       1576     | 123
       1587     | 118
       1558     | 90
       1575     | 87
       1555     | 85
       1597     | 74
       1559     | 69
       1556     | 68
       1551     | 60
       1581     | 59
       1599     | 50
       1586     | 47
       1580     | 45
       1550     | 43
       1589     | 37
       1574     | 30
       1552     | 28
       1572     | 28
       1560     | 26
       1566     | 26
       1565     | 24
       1577     | 22
       1584     | 15
       1583     | 12
       1563     | 10
       1553     | 8
       1567     | 7
       1571     | 5
       1582     | 3
       1573     | 2
       1554     | 1

   P2 - Seccion 16 - Demanda de la seccion: 5380

       Producto | Demanda
       1600     | 801
       1619     | 372
       1638     | 339
       1602     | 270
       1616     | 270
       1629     | 264
       1609     | 249
       1642     | 195
       1603     | 184
       1640     | 183
       1615     | 180
       1612     | 172
       1613     | 154
       1624     | 148
       1611     | 147
       1634     | 108
       1604     | 105
       1625     | 87
       1644     | 81
       1631     | 78
       1646     | 73
       1637     | 70
       1618     | 66
       1628     | 62
       1635     | 57
       1643     | 57
       1639     | 56
       1614     | 55
       1617     | 54
       1641     | 54
       1606     | 51
       1647     | 43
       1607     | 42
       1630     | 37
       1620     | 35
       1626     | 31
       1610     | 23
       1636     | 23
       1627     | 21
       1608     | 20
       1648     | 12
       1622     | 9
       1601     | 8
       1605     | 7
       1621     | 7
       1632     | 6
       1623     | 5
       1633     | 4
       1645     | 4
       1649     | 1

   P2 - Seccion 17 - Demanda de la seccion: 5455

       Producto | Demanda
       1693     | 524
       1677     | 468
       1659     | 459
       1698     | 327
       1655     | 311
       1652     | 228
       1678     | 222
       1696     | 196
       1697     | 195
       1670     | 160
       1658     | 149
       1679     | 147
       1661     | 132
       1656     | 129
       1675     | 129
       1654     | 120
       1688     | 120
       1653     | 92
